Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
DRN36,OUT049,1534.678573175839
NCY06,OUT035,2012.499591168956
FDE52,OUT035,1479.8712310465787
NCB54,OUT045,2012.499591168956
NCF31,OUT035,2489.2570768457376
FDJ08,OUT027,5133.986152272664
NCC07,OUT017,1573.711011203846
NCD19,OUT027,1249.233588930201
FDL46,OUT049,1975.0637974764963
FDM20,OUT045,3904.854678252916
NCI06,OUT010,451.81967558192804
DRM11,OUT035,4081.2843276192452
NCH07,OUT018,2540.063865940555
FDS23,OUT013,2018.2434391291215
FDO49,OUT018,729.2387030855307
FDS35,OUT049,1075.923326541695
DRK39,OUT045,1395.01503426857
DRI39,OUT049,932.5882552343089
FDV04,OUT017,2540.063865940555
NCN14,OUT035,3053.6456571791146
FDH08,OUT013,3841.118658844581
FDS20,OUT046,3053.6456571791146
FDV40,OUT049,1147.2976913291102
FDZ48,OUT010,259.2738989809829
FDS24,OUT027,2530.4657767097146
FDK44,OUT049,2850.161238787532
FDS48,OUT045,2485.4539504243453
FDK26,OUT010,492.2510887826275
FDD23,OUT045,3055.866167567986
NCH54,OUT017,2550.3988576546326
NCP14,OUT010,240.91012328345525
FDM60,OUT010,131.17730833336537
FDV24,OUT017,2485.4539504243453
FDH08,OUT018,3598.2296926530084
FDS12,OUT027,3008.482872740182
FDR39,OUT027,4765.6932816020835
FDP12,OUT027,983.6069067583968
DRF60,OUT027,5868.290066267838
FDC09,OUT035,1568.8054529661197
FDF50,OUT018,3056.843047106643
FDG28,OUT035,3904.854678252916
NCE19,OUT017,911.8538387768151
NCM53,OUT010,251.88309245635668
NCN18,OUT049,1675.990802689107
FDF32,OUT035,3098.558656092444
FDF11,OUT013,3901.138396549831
DRI59,OUT049,3816.5099865559528
NCG54,OUT035,2769.6823418784684
FDM44,OUT046,1561.3220485501047
FDT57,OUT018,3636.618424928768
FDV24,OUT046,2485.4539504243453
FDI50,OUT019,573.4559619971133
FDS09,OUT035,763.8366043251251
NCC31,OUT027,4110.424889546355
FDQ07,OUT019,576.3436789043659
FDC22,OUT017,3054.104610598155
FDZ56,OUT046,2764.8108108900346
FDZ40,OUT019,131.17730833336537
FDS46,OUT027,2957.506013785959
DRD24,OUT045,2035.2404608084682
FDV45,OUT017,3055.866167567986
FDL26,OUT045,2500.917255416138
FDA56,OUT018,2009.6184032100866
FDN27,OUT046,1959.2170835017712
FDM20,OUT049,3904.854678252916
FDO16,OUT017,1383.3482885371347
FDL03,OUT035,3055.866167567986
FDE58,OUT046,1944.9068322289518
FDI02,OUT027,2942.83064914737
NCC55,OUT019,131.17730833336537
FDR03,OUT018,3311.198345657363
FDB14,OUT017,1515.3303856362493
FDR45,OUT013,3911.4056352490506
NCN07,OUT017,2018.2434391291215
FDM51,OUT019,247.1138211200777
FDT52,OUT027,5868.290066267838
FDL26,OUT046,2495.552917429311
NCZ42,OUT046,3880.7522943746553
DRI47,OUT019,367.20506147204463
FDW40,OUT013,2046.5501744229173
FDN34,OUT046,2764.8108108900346
FDS01,OUT035,2878.155263772225
NCG55,OUT045,1944.9068322289518
FDC11,OUT035,1451.305646724532
FDX35,OUT018,3565.561536422338
NCB06,OUT046,2544.109076704509
FDR09,OUT019,575.033917588325
FDC53,OUT017,1534.678573175839
FDY45,OUT013,4031.5673148796595
FDA22,OUT010,386.5588825927808
FDE02,OUT035,1534.678573175839
FDW21,OUT045,1558.9753286437003
FDV34,OUT046,1158.943621543251
FDS59,OUT049,1590.0361270895312
NCW17,OUT017,2012.499591168956
NCK54,OUT046,1944.9068322289518
FDG17,OUT019,573.4559619971133
FDG35,OUT017,2851.9227957573626
FDD08,OUT010,131.17730833336537
NCO07,OUT017,3713.5739850504433
FDJ10,OUT010,281.7862926146706
FDW36,OUT017,1568.8054529661197
FDW21,OUT010,240.47769601594467
FDY19,OUT017,1956.4230043903588
DRE03,OUT013,764.1493689870114
NCC55,OUT049,675.6010690530222
FDH52,OUT010,135.19107385999513
FDO09,OUT017,4088.016010745559
FDU43,OUT045,3885.3017453476596
FDX09,OUT010,427.41856980415525
FDH40,OUT019,194.11157326951138
FDW58,OUT017,1568.8054529661197
FDC47,OUT017,3814.04957497208
NCR41,OUT035,1534.678573175839
DRG49,OUT035,3887.6485467938064
FDC52,OUT027,4087.0748068755556
FDY13,OUT046,1175.269693906995
FDY35,OUT013,705.5154566627665
FDI35,OUT017,3040.3200941566774
NCU18,OUT049,2046.5501744229173
FDY33,OUT018,2540.063865940555
FDC15,OUT027,4177.006438133973
FDU01,OUT049,3055.866167567986
NCU42,OUT046,2769.6823418784684
NCV29,OUT018,2874.0025299865797
NCY30,OUT017,3053.6456571791146
FDQ46,OUT049,1690.9781629056358
FDG58,OUT027,4110.424889546355
FDK33,OUT017,3711.2589023814876
NCD07,OUT045,1944.9068322289518
NCX29,OUT027,4023.541440992589
NCT42,OUT013,2485.4539504243453
DRN59,OUT035,734.0634192343707
FDI44,OUT035,1296.5499566481744
FDA45,OUT049,2872.2409730167496
FDP31,OUT045,1076.196524404847
FDY01,OUT046,1944.9068322289518
FDT09,OUT018,2023.766434069727
DRH03,OUT027,2831.7532916521754
FDA36,OUT018,3055.866167567986
NCF31,OUT017,2493.9465385101294
FDG14,OUT049,2485.4539504243453
FDG28,OUT027,5868.290066267838
FDU14,OUT049,3992.902003771777
FDY47,OUT019,284.59719348637884
FDI56,OUT049,1479.8712310465787
DRD01,OUT013,1021.5289784311744
FDM22,OUT046,970.393364396055
FDH33,OUT013,700.2617546269711
DRZ24,OUT013,1969.6501065139983
NCQ38,OUT046,1568.8054529661197
FDO16,OUT027,2321.0812637100057
FDU07,OUT027,4080.8266039420387
NCB07,OUT013,3055.866167567986
FDU48,OUT045,2021.3404747976053
NCM43,OUT045,2555.5081238018242
FDR31,OUT010,365.08151869305556
DRK49,OUT018,661.4165312144921
NCI30,OUT010,575.5463212634456
DRD60,OUT017,3025.529970463536
NCG19,OUT046,3852.244457209695
FDH12,OUT035,1568.8054529661197
FDM32,OUT035,1509.9376411757946
FDM27,OUT035,2506.3686637834644
NCU53,OUT027,4253.7822622378535
NCQ18,OUT046,1537.1655353450708
FDS10,OUT013,2950.3758429698078
FDB33,OUT027,4177.006438133973
FDI12,OUT013,1523.3485239970762
NCW42,OUT013,3794.294708531025
NCC06,OUT018,2012.499591168956
FDW02,OUT017,2012.499591168956
NCD43,OUT017,1568.8054529661197
FDM57,OUT018,1393.9117709678803
FDA58,OUT017,3881.660449670738
FDK56,OUT046,3054.104610598155
FDP52,OUT045,3840.1174174530247
FDW20,OUT018,2009.6184032100866
FDS52,OUT049,1553.9078444324944
NCT29,OUT018,2003.934602281715
NCL54,OUT013,2869.051996449055
FDC05,OUT045,3062.0572344269513
FDF34,OUT035,3058.30467787227
FDP03,OUT027,3004.5953272015495
FDD32,OUT010,189.26333157856175
FDZ10,OUT045,2012.499591168956
FDZ40,OUT035,928.5335907932867
FDD51,OUT018,664.0310205681294
NCY30,OUT019,432.65596872283203
FDP58,OUT017,3738.5811158063357
FDV49,OUT017,4089.878605636155
FDY24,OUT019,131.17730833336537
NCO55,OUT017,1578.4201791602393
FDR13,OUT017,1944.9068322289518
FDS51,OUT017,1008.6815503185385
FDP26,OUT045,1568.8054529661197
NCB54,OUT027,3008.482872740182
FDF32,OUT017,3058.30467787227
FDN31,OUT018,3055.866167567986
DRM48,OUT017,657.9482827100701
FDN20,OUT049,2761.9470285810244
DRL01,OUT046,3826.126402675557
FDV56,OUT049,1578.4201791602393
DRH13,OUT027,2891.1757104760245
FDA03,OUT017,2479.1544667002595
FDF47,OUT027,5868.290066267838
FDX32,OUT046,2479.1544667002595
FDX57,OUT049,1534.678573175839
NCA30,OUT045,3054.104610598155
FDO49,OUT013,767.0946252546129
FDL04,OUT019,247.5462483875882
DRM48,OUT035,673.7315685816517
FDR16,OUT013,3708.9560119517655
NCC19,OUT018,3055.866167567986
NCE42,OUT045,3880.388340014886
FDY24,OUT017,911.8538387768151
FDH19,OUT049,2851.9227957573626
FDJ46,OUT013,2851.9227957573626
FDN45,OUT010,575.2843300042268
FDY08,OUT035,2026.2495319517172
FDZ37,OUT035,1447.3980945451297
NCT30,OUT045,742.0767326895107
DRY23,OUT018,661.4165312144921
NCZ30,OUT018,2009.6184032100866
FDC44,OUT018,1926.066065101195
FDB45,OUT035,1568.8054529661197
FDY04,OUT013,2550.3988576546326
FDM27,OUT046,2540.063865940555
FDZ43,OUT017,3904.357941102403
FDT39,OUT019,369.3802384000921
NCC06,OUT019,279.4169576267608
FDL15,OUT027,4110.424889546355
FDL57,OUT017,4038.9557306666825
FDU08,OUT046,1534.678573175839
FDK40,OUT017,4107.790653566146
FDQ12,OUT010,572.3966130969743
FDS48,OUT017,2485.4539504243453
FDP09,OUT045,3702.8108688816997
FDW21,OUT049,1537.1655353450708
FDY25,OUT035,3025.529970463536
DRE13,OUT017,1432.4081482858005
FDV43,OUT019,131.17730833336537
FDD22,OUT045,1688.4507116079744
FDM46,OUT019,229.27993304518364
NCO30,OUT010,479.2359605915493
FDM25,OUT046,2851.9227957573626
NCN41,OUT049,2009.6184032100866
FDU24,OUT045,1520.6209648056488
FDZ50,OUT046,3053.6456571791146
FDP45,OUT013,3983.969539759538
NCM54,OUT045,2012.499591168956
FDW10,OUT019,424.6832449041743
FDP20,OUT017,2012.499591168956
FDK32,OUT046,2485.4539504243453
FDN52,OUT049,1462.4432304679149
FDM58,OUT045,1675.990802689107
FDZ46,OUT027,2938.5360263436755
NCA18,OUT018,1944.9068322289518
FDD35,OUT046,2009.6184032100866
NCK31,OUT035,745.0219889571122
FDI40,OUT027,2847.5902395893913
FDT50,OUT019,234.74575114027212
NCT06,OUT046,2555.5081238018242
FDT31,OUT035,3055.866167567986
FDT45,OUT049,877.848217540679
FDT13,OUT045,3055.866167567986
FDO50,OUT045,1479.8712310465787
NCU18,OUT010,280.2649412829737
NCR54,OUT049,3055.866167567986
NCO18,OUT018,2874.0025299865797
FDU09,OUT045,932.5882552343089
FDT13,OUT018,3055.866167567986
FDE09,OUT046,1690.9781629056358
NCK53,OUT019,247.1138211200777
FDG45,OUT049,3700.171008406822
DRH15,OUT035,690.1209478402975
FDO21,OUT019,573.4559619971133
FDD14,OUT027,5111.370787226341
FDC09,OUT046,1568.8054529661197
FDH45,OUT027,988.9430798286512
FDV32,OUT046,1125.2711472453962
FDG12,OUT035,1979.8945655414523
FDS32,OUT013,2026.2495319517172
NCL55,OUT018,3759.394040759588
DRE01,OUT035,3870.2073584190352
DRE15,OUT049,1299.105040545693
NCL42,OUT045,3895.829075555777
FDP31,OUT013,1211.8046653222857
FDN33,OUT018,1522.0371115154733
FDZ59,OUT046,2555.5081238018242
FDE45,OUT010,430.8440900922971
FDJ07,OUT013,1969.6501065139983
FDQ45,OUT018,3055.866167567986
FDM33,OUT027,5868.290066267838
FDO15,OUT010,152.98179660760476
FDM46,OUT013,1538.5216144470699
FDR03,OUT045,3466.5264425851365
FDY49,OUT018,2655.6171121650627
FDQ60,OUT045,1975.0637974764963
FDW10,OUT049,2853.9828202053163
FDO51,OUT049,687.7309061483985
FDJ40,OUT018,1588.2254313505377
FDS20,OUT018,3051.404169083
FDU45,OUT013,1789.7584924543262
FDV02,OUT035,2764.8108108900346
FDN09,OUT046,3902.2238650955237
NCM55,OUT027,5111.370787226341
FDN23,OUT018,2468.9078184043938
FDY31,OUT010,367.81770767546374
FDW03,OUT010,240.91012328345525
FDD14,OUT046,3051.8841002092836
FDV23,OUT017,2012.499591168956
DRI03,OUT045,2851.9227957573626
FDN13,OUT035,1537.1655353450708
FDF45,OUT027,1310.5030789358252
FDU46,OUT035,1451.305646724532
FDB57,OUT049,3778.7659314623043
FDV12,OUT049,1537.1655353450708
FDQ58,OUT013,2485.4539504243453
NCA18,OUT017,1944.9068322289518
FDH52,OUT049,1018.9417428330433
FDM24,OUT018,2485.4539504243453
NCP43,OUT027,4772.709655832983
NCO18,OUT019,430.0501850726881
FDM32,OUT017,1480.346144338981
NCL07,OUT017,657.9482827100701
FDK03,OUT013,3991.6558813958313
FDP59,OUT017,1568.8054529661197
FDQ24,OUT049,3981.697671750128
FDQ16,OUT018,1590.0361270895312
FDU44,OUT013,2544.109076704509
FDH28,OUT010,131.17730833336537
FDV28,OUT019,131.17730833336537
FDM22,OUT045,926.1132370285482
FDR56,OUT046,3055.866167567986
FDV39,OUT049,3058.30467787227
FDU37,OUT019,173.31503929615246
FDQ11,OUT010,573.706374413015
FDX02,OUT045,3789.3304723798587
NCS42,OUT018,1518.3996593567779
FDY57,OUT027,2831.7532916521754
FDB21,OUT049,3879.2857959758717
FDE28,OUT017,3845.5418773951496
FDQ55,OUT017,1926.066065101195
FDA48,OUT049,3768.0140872190154
FDZ19,OUT045,2851.9227957573626
NCC43,OUT045,3969.712194658003
NCV18,OUT046,1406.3932730875197
NCA42,OUT018,2540.063865940555
FDY45,OUT046,4036.239405441903
NCC30,OUT045,2947.8911117025045
FDM57,OUT013,1523.2150571925342
FDL09,OUT010,386.5676593166157
FDB09,OUT027,3004.5953272015495
FDT44,OUT035,1975.0637974764963
NCT06,OUT027,4253.7822622378535
FDX26,OUT049,3053.6456571791146
FDK32,OUT013,2493.9465385101294
DRA12,OUT046,2066.00784845636
FDO46,OUT010,490.2667200944551
FDE52,OUT013,1523.8840054055097
NCH42,OUT045,3831.9368886910543
FDV08,OUT035,677.1998170860736
FDB47,OUT018,3475.9196041346395
FDC28,OUT010,259.47103898192273
FDD22,OUT046,1926.066065101195
FDS07,OUT027,2948.6421066790062
DRI13,OUT045,3735.4261378882325
FDG32,OUT018,3534.9351159317016
FDU14,OUT017,4006.2404118003055
FDD28,OUT019,131.86485014054276
NCP41,OUT017,1590.0361270895312
FDS08,OUT049,2851.9227957573626
FDX47,OUT045,2526.144610913092
FDC53,OUT019,245.32593770689434
FDQ19,OUT035,3896.225346759414
FDL14,OUT045,2498.1744285293125
FDM33,OUT019,575.033917588325
FDA51,OUT045,1926.066065101195
FDZ27,OUT018,726.2934468179292
FDT04,OUT046,678.192296871663
DRC13,OUT049,2012.499591168956
FDR16,OUT027,5868.290066267838
FDQ03,OUT027,5868.290066267838
FDE38,OUT035,2697.6972536002577
DRH23,OUT027,1258.49593036534
FDT11,OUT019,491.52632017779064
FDD09,OUT035,2971.303051738293
FDR40,OUT045,1395.01503426857
FDX07,OUT017,3053.6456571791146
FDR07,OUT035,1534.678573175839
FDA51,OUT017,1937.8213459211831
FDT59,OUT019,573.1688512026894
FDF20,OUT017,3055.866167567986
FDR13,OUT045,1942.4315835099003
FDY26,OUT049,3701.795994036891
FDW04,OUT017,2018.2434391291215
FDK52,OUT017,3832.090650525635
FDN60,OUT049,2526.144610913092
FDM09,OUT019,412.9117281601819
FDP46,OUT049,1464.524662473682
FDB50,OUT019,172.52884815842103
NCQ29,OUT049,4061.509684798659
FDP16,OUT027,5868.290066267838
FDX33,OUT018,2548.5838115185175
FDP07,OUT010,504.6609998168047
FDN22,OUT046,3975.9624529882353
FDF39,OUT049,4080.4128214789234
FDS21,OUT017,987.7962015702085
NCM42,OUT013,1578.4201791602393
FDK50,OUT019,382.1641090719313
DRF13,OUT027,4063.0357164881743
FDH35,OUT018,2552.750801306024
FDP60,OUT018,1537.1655353450708
DRJ49,OUT027,3008.482872740182
NCT42,OUT019,367.39586971191966
FDE38,OUT049,2693.6270461345175
FDI04,OUT049,3062.0572344269513
NCH54,OUT045,2531.692140576051
FDT56,OUT049,953.9994971285467
DRD15,OUT018,3597.772562966329
FDV58,OUT013,3055.866167567986
FDP21,OUT049,3055.866167567986
FDH05,OUT013,3826.3082836272024
FDR10,OUT027,4236.878714822943
NCP06,OUT045,2485.4539504243453
FDF33,OUT049,1575.8498742041802
DRK37,OUT013,3055.866167567986
DRH49,OUT045,1397.5921004221682
FDT58,OUT013,2674.239226150013
FDD41,OUT018,1568.8054529661197
FDP40,OUT018,1666.5615014568434
FDM51,OUT027,2847.5902395893913
FDO45,OUT010,196.53707585274697
FDW33,OUT010,240.91012328345525
FDY24,OUT045,928.5335907932867
FDB10,OUT010,574.2616794826099
FDM40,OUT035,2046.5501744229173
NCI06,OUT017,3025.529970463536
FDW12,OUT019,340.0449864853157
FDX48,OUT027,4116.362836551862
NCW05,OUT027,2889.1041107242663
FDX27,OUT017,1534.678573175839
DRM37,OUT045,3062.0572344269513
FDA38,OUT045,3885.0177336364145
FDR36,OUT046,676.3580284407642
FDZ45,OUT046,3085.8977598738384
FDG05,OUT017,2540.063865940555
FDK28,OUT013,4088.557059798198
FDV47,OUT045,1441.650590874763
FDN21,OUT045,2544.109076704509
FDP20,OUT027,3008.482872740182
FDI35,OUT045,3040.3200941566774
DRY23,OUT013,701.1403779494066
FDA56,OUT017,2009.6184032100866
FDB09,OUT013,2009.6184032100866
NCO26,OUT027,2957.506013785959
FDQ49,OUT018,2513.7389221055146
FDI52,OUT027,3004.5953272015495
FDZ44,OUT027,2957.506013785959
FDZ09,OUT018,2555.5081238018242
FDY03,OUT049,1926.066065101195
NCG42,OUT017,2018.2434391291215
DRI13,OUT027,5868.290066267838
FDQ32,OUT013,2012.499591168956
FDW16,OUT035,1479.8712310465787
FDU27,OUT046,743.0692124751
FDR28,OUT010,383.86675698760723
FDQ49,OUT010,381.1672442142434
FDS37,OUT046,1944.9068322289518
FDW26,OUT018,3516.0204730532573
FDX12,OUT018,3673.0733607323536
NCP06,OUT013,2485.4539504243453
FDW45,OUT010,367.245706436427
NCN30,OUT049,1534.678573175839
FDN24,OUT049,877.848217540679
NCL41,OUT027,983.6069067583968
FDR02,OUT019,258.14512416029095
FDD09,OUT010,448.7921191379003
FDS33,OUT010,196.53707585274697
FDU22,OUT045,2003.934602281715
FDI53,OUT013,2550.3988576546326
DRH01,OUT049,2851.9227957573626
FDX32,OUT013,2075.10621503322
NCP30,OUT018,659.5822627835931
FDB60,OUT045,3055.866167567986
FDB14,OUT049,1520.6209648056488
NCP02,OUT035,932.5882552343089
FDJ10,OUT017,2026.2495319517172
FDG34,OUT046,1666.5615014568434
NCB18,OUT017,1456.3292931439964
FDM16,OUT049,1120.6398616941267
FDW25,OUT018,1393.9117709678803
FDB35,OUT010,222.41966131811557
DRN11,OUT013,2101.6712842571
FDF41,OUT019,574.011267066708
FDH16,OUT045,1465.5507195821651
NCQ50,OUT018,3490.9965600275855
DRH23,OUT018,916.4518086639832
DRJ37,OUT013,2485.4539504243453
DRJ24,OUT027,5111.370787226341
FDY16,OUT035,3053.6456571791146
FDQ27,OUT045,1568.8054529661197
FDZ33,OUT045,2485.4539504243453
FDF29,OUT045,2018.2434391291215
FDA08,OUT049,2550.3988576546326
FDG31,OUT046,1125.2711472453962
FDE34,OUT019,465.797274877041
NCR30,OUT027,1464.3367945407538
FDV33,OUT035,4055.4257315114137
DRZ24,OUT018,2009.6184032100866
NCL54,OUT035,2851.9227957573626
FDR12,OUT049,2851.9227957573626
NCC54,OUT046,3867.4218201403373
DRN59,OUT013,756.1360555318712
FDX50,OUT019,259.2277230716095
FDV31,OUT027,4703.780344408524
NCA29,OUT027,4394.675387631245
FDW60,OUT049,2869.051996449055
FDX08,OUT017,3053.6456571791146
DRD49,OUT013,3866.2994797740876
FDD33,OUT046,3832.2034693666214
FDW35,OUT013,700.2617546269711
FDJ36,OUT017,1568.8054529661197
FDV51,OUT035,2610.7680421631026
FDW36,OUT046,1575.8498742041802
FDH35,OUT046,2555.5081238018242
NCS30,OUT027,3013.0596993439117
FDN49,OUT017,658.825303395851
FDL08,OUT018,3673.5254445652354
FDI09,OUT013,3886.3775750907994
FDP19,OUT018,2018.2434391291215
FDU21,OUT010,131.17730833336537
NCP41,OUT045,1578.4201791602393
FDY10,OUT013,1819.0096475080904
FDP12,OUT018,657.9482827100701
NCN26,OUT049,1944.9068322289518
FDK44,OUT013,2850.161238787532
FDC28,OUT049,1590.0361270895312
FDJ41,OUT027,5868.290066267838
NCT29,OUT035,2009.6184032100866
NCH42,OUT019,573.4559619971133
FDU60,OUT018,2669.7531005587925
FDS02,OUT045,3054.104610598155
FDC51,OUT046,2009.6184032100866
FDU03,OUT013,3053.6456571791146
FDX39,OUT045,3705.125951550656
NCY05,OUT010,131.17730833336537
NCL06,OUT027,5868.290066267838
FDD32,OUT035,1302.4987975318973
NCN41,OUT045,2009.6184032100866
NCX53,OUT049,2046.5501744229173
FDU57,OUT019,369.0349063132121
FDQ23,OUT046,1568.8054529661197
FDQ52,OUT045,3960.8854970952893
FDC14,OUT045,675.365548655175
FDY09,OUT035,2869.051996449055
FDQ28,OUT045,2506.3686637834644
FDV25,OUT046,3785.14799094487
FDJ07,OUT035,1944.9068322289518
DRB25,OUT049,1573.711011203846
FDK52,OUT019,575.033917588325
FDY52,OUT027,1402.109646845853
FDB28,OUT046,3058.30467787227
FDT36,OUT035,673.7315685816517
FDV25,OUT017,3809.6495723440057
NCN07,OUT027,3013.0596993439117
FDC57,OUT017,3055.866167567986
FDQ03,OUT018,3639.941343960605
FDU23,OUT017,2669.7531005587925
NCX41,OUT035,3708.998575421953
NCD06,OUT035,742.0767326895107
FDW08,OUT045,1578.4201791602393
NCU29,OUT017,2473.673313143278
NCE06,OUT013,2544.109076704509
FDV52,OUT010,272.3705944976027
FDB02,OUT017,2869.051996449055
NCR18,OUT045,679.0677416519061
FDK16,OUT049,1534.678573175839
NCQ29,OUT010,575.5714407986508
FDZ01,OUT019,245.75836497440483
FDW27,OUT035,2526.144610913092
FDD17,OUT018,3643.599532856745
FDW39,OUT013,2869.051996449055
DRH59,OUT045,1098.8938304328988
FDS52,OUT013,1563.769332837145
FDU40,OUT027,5790.083734414358
NCF54,OUT013,2851.9227957573626
FDH46,OUT045,1568.8054529661197
NCP14,OUT049,1568.8054529661197
FDH50,OUT049,3054.104610598155
DRF15,OUT010,372.0824605073109
FDV27,OUT027,2530.4657767097146
NCJ06,OUT049,2009.6184032100866
FDN02,OUT018,3304.1821403663716
FDQ51,OUT049,735.0558990199601
FDQ07,OUT017,3777.4798713762466
FDS45,OUT049,1568.8054529661197
NCJ06,OUT045,2009.6184032100866
FDD36,OUT035,1944.9068322289518
FDY25,OUT045,3053.6456571791146
FDU52,OUT046,2498.1744285293125
DRK47,OUT017,3838.2735147060725
NCL30,OUT017,2012.499591168956
FDN22,OUT035,3977.889442318623
NCF30,OUT027,3008.482872740182
FDK03,OUT035,4018.9837202244466
FDT45,OUT017,911.8538387768151
NCC54,OUT027,5868.290066267838
FDP08,OUT018,3055.866167567986
