Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDF11,OUT013,3634.305778418958
DRI59,OUT049,3397.06192968165
NCG54,OUT035,2516.3590205040346
FDM44,OUT046,1925.120271349116
FDT57,OUT018,4065.8621693147065
FDV24,OUT046,2211.7959422756203
FDI50,OUT019,2021.365651289667
FDS09,OUT035,862.4969421670705
NCC31,OUT027,3890.749074750379
FDQ07,OUT019,2074.254267622301
FDC22,OUT017,2803.8178292929515
FDZ56,OUT046,2977.897118472962
FDZ40,OUT019,-348.5903190285537
FDS46,OUT027,3413.6267911363657
DRD24,OUT045,2383.210922143733
FDV45,OUT017,2816.504465519249
FDL26,OUT045,2305.566052892703
FDA56,OUT018,2326.417328372748
FDN27,OUT046,1744.2685207633865
FDM20,OUT049,3790.2077103325787
FDO16,OUT017,1194.0282061845787
FDL03,OUT035,2959.847270289931
FDE58,OUT046,1467.7117261803587
FDI02,OUT027,3156.811369573389
NCC55,OUT019,-1360.3866097820312
FDR03,OUT018,3343.163128475274
FDB14,OUT017,1163.2438488854991
FDR45,OUT013,3591.319677432814
NCN07,OUT017,1969.380979200172
FDM51,OUT019,84.0930036774048
FDT52,OUT027,5385.264194410676
FDL26,OUT046,2466.8913045845648
NCZ42,OUT046,3845.531296931629
DRI47,OUT019,1126.7722366047708
FDW40,OUT013,2154.916724197587
FDN34,OUT046,2837.421009071251
FDS01,OUT035,2768.385508087786
NCG55,OUT045,1555.6919848133018
FDC11,OUT035,1193.4635019296622
FDX35,OUT018,3893.5340188359505
NCB06,OUT046,2705.886961564255
FDR09,OUT019,2783.195218729464
FDC53,OUT017,1495.2440628742343
FDY45,OUT013,3861.973302774426
FDA22,OUT010,618.7957267964545
FDE02,OUT035,1405.0459945780512
FDW21,OUT045,1447.5404708905126
FDV34,OUT046,1486.5584657911695
FDS59,OUT049,2004.8936420040961
NCW17,OUT017,1890.6865047231645
NCK54,OUT046,795.4684631158509
FDG17,OUT019,2543.762298616474
FDG35,OUT017,2540.521676294368
FDD08,OUT010,-946.347537560358
NCO07,OUT017,3186.74636085591
FDJ10,OUT010,613.8694189197378
FDW36,OUT017,1495.2101458911586
FDW21,OUT010,820.5720605037801
FDY19,OUT017,1702.1400350557187
DRE03,OUT013,771.343663784383
NCC55,OUT049,408.84424783965846
FDH52,OUT010,-710.5468426213811
FDO09,OUT017,3822.4733480000286
FDU43,OUT045,3682.477724775492
FDX09,OUT010,1141.8040254037169
FDH40,OUT019,105.77464010232393
FDW58,OUT017,1370.3428547815727
FDC47,OUT017,3424.0989589916153
NCR41,OUT035,1180.9510578567715
DRG49,OUT035,3924.461471412024
FDC52,OUT027,3821.663178963954
FDY13,OUT046,1439.9858364932786
FDY35,OUT013,835.0013999357694
FDI35,OUT017,2594.034808264985
NCU18,OUT049,2432.2860749613383
FDY33,OUT018,2713.654561952206
FDC15,OUT027,3854.2143531755855
FDU01,OUT049,3040.2876021473203
NCU42,OUT046,2803.566149122153
NCV29,OUT018,3109.0336946455095
NCY30,OUT017,2722.2196497546365
FDQ46,OUT049,1774.4896600457987
FDG58,OUT027,3773.2622052713123
FDK33,OUT017,3285.2626083686378
NCD07,OUT045,1261.4695255346314
NCX29,OUT027,3801.3712970810993
NCT42,OUT013,2325.9938040878405
DRN59,OUT035,440.63000831048885
FDI44,OUT035,1100.48719541996
FDA45,OUT049,2530.086760678865
FDP31,OUT045,950.2034822747609
FDY01,OUT046,1906.793251139279
FDT09,OUT018,2481.5803490549847
DRH03,OUT027,2914.2652637648707
FDA36,OUT018,3330.5811852503425
NCF31,OUT017,2259.1953724798827
FDG14,OUT049,2476.442516577852
FDG28,OUT027,5096.912537914997
FDU14,OUT049,3897.389059726478
FDY47,OUT019,668.7467295255663
FDI56,OUT049,1629.7408875810613
DRD01,OUT013,965.6709678095514
FDM22,OUT046,1063.29483107831
FDH33,OUT013,451.6512541170258
DRZ24,OUT013,1470.5404131708187
NCQ38,OUT046,1915.2999888282022
FDO16,OUT027,2853.271620322325
FDU07,OUT027,3834.31725097742
NCB07,OUT013,2974.3982275690832
FDU48,OUT045,2191.0735618014633
NCM43,OUT045,2727.9021911533437
FDR31,OUT010,746.9885090327062
DRK49,OUT018,911.5663420441773
NCI30,OUT010,2209.0164673882423
DRD60,OUT017,2735.4850321433787
NCG19,OUT046,3712.501363525896
FDH12,OUT035,1707.1105302164033
FDM32,OUT035,1166.745273308853
FDM27,OUT035,2270.119840347944
NCU53,OUT027,3982.87513909459
NCQ18,OUT046,1719.076175159014
FDS10,OUT013,2616.4504942893263
FDB33,OUT027,4074.019676768381
FDI12,OUT013,1246.516615572475
NCW42,OUT013,3364.8921770574707
NCC06,OUT018,2461.0571680691573
FDW02,OUT017,1755.4330856800516
NCD43,OUT017,1471.5616042881056
FDM57,OUT018,1718.7065939366407
FDA58,OUT017,3193.9641779940057
FDK56,OUT046,2757.9213049844393
FDP52,OUT045,3596.954341402675
FDW20,OUT018,2155.6319986172653
FDS52,OUT049,1849.3090270533746
NCT29,OUT018,2246.238722683315
NCL54,OUT013,2105.739750346672
FDC05,OUT045,3176.864781940051
FDF34,OUT035,3159.429450475803
FDP03,OUT027,3458.5981924389107
FDD32,OUT010,-402.3140205732676
FDZ10,OUT045,1944.8671685458628
FDZ40,OUT035,952.731046525693
FDD51,OUT018,695.0668325914672
NCY30,OUT019,1473.8492159433306
FDP58,OUT017,3044.5040330748825
FDV49,OUT017,4005.0322053927866
FDY24,OUT019,-914.8499540064979
NCO55,OUT017,1579.033064839995
FDR13,OUT017,1840.5906087423255
FDS51,OUT017,745.2823533442507
FDP26,OUT045,1294.2633227634074
NCB54,OUT027,3527.1176537501306
FDF32,OUT017,2551.4756683363366
FDN31,OUT018,3299.760621154968
DRM48,OUT017,418.2524003099779
FDN20,OUT049,2644.8297639800508
DRL01,OUT046,3829.015993650493
FDV56,OUT049,1915.5097698062814
DRH13,OUT027,3256.672029936983
FDA03,OUT017,2025.1462172983156
FDF47,OUT027,4837.766695996344
FDX32,OUT046,2403.1901857004987
FDX57,OUT049,1563.3484393232266
NCA30,OUT045,2793.641062171092
FDO49,OUT013,686.2659391692528
FDL04,OUT019,214.75078698934408
DRM48,OUT035,583.0473796130603
FDR16,OUT013,3157.732347453401
NCC19,OUT018,3231.92161836875
NCE42,OUT045,3576.6659830844237
FDY24,OUT017,534.0426699126505
FDH19,OUT049,2908.6695339446933
FDJ46,OUT013,2375.7665526411038
FDN45,OUT010,1694.4239323540214
FDY08,OUT035,2240.52369227695
FDZ37,OUT035,1134.9620170530661
NCT30,OUT045,862.9497984162706
DRY23,OUT018,1094.9740771958166
NCZ30,OUT018,2244.6663362994364
FDC44,OUT018,1884.254191087079
FDB45,OUT035,1664.6581077507878
FDY04,OUT013,2592.3610390085955
FDM27,OUT046,2594.5972596021306
FDZ43,OUT017,3564.526322867707
FDT39,OUT019,1252.3062816133963
NCC06,OUT019,777.5928825661588
FDL15,OUT027,3972.931382105382
FDL57,OUT017,3918.310337600846
FDU08,OUT046,1705.063198405457
FDK40,OUT017,3469.993004078475
FDQ12,OUT010,2013.2526179839078
FDS48,OUT017,2037.0524225191066
FDP09,OUT045,3445.9650575527394
FDW21,OUT049,1519.534045334634
FDY25,OUT035,2527.074268146625
DRE13,OUT017,1342.4717386106058
FDV43,OUT019,-703.2417303686973
FDD22,OUT045,1771.357498618151
FDM46,OUT019,95.78756190663466
NCO30,OUT010,1130.295689568953
FDM25,OUT046,2959.2364294730237
NCN41,OUT049,2144.6377104224634
FDU24,OUT045,1173.5713331712673
FDZ50,OUT046,3098.3880001578837
FDP45,OUT013,3972.0989142695444
NCM54,OUT045,1971.8127738143783
FDW10,OUT019,998.5432948565683
FDP20,OUT017,1748.2690838877575
FDK32,OUT046,2500.9288491070984
FDN52,OUT049,1531.4948337002968
FDM58,OUT045,1737.858467285213
FDZ46,OUT027,3123.3143407682282
NCA18,OUT018,2190.555247209593
FDD35,OUT046,1851.803408080479
NCK31,OUT035,880.5122893762139
FDI40,OUT027,3085.613394269656
FDT50,OUT019,82.62923212819169
NCT06,OUT046,2662.065098172959
FDT31,OUT035,3033.899797882624
FDT45,OUT049,828.0116608140689
FDT13,OUT045,2854.318699177871
FDO50,OUT045,1114.1342599311606
NCU18,OUT010,608.6133773536432
NCR54,OUT049,3009.959552977174
NCO18,OUT018,3239.7375946146567
FDU09,OUT045,1007.9352975325436
FDT13,OUT018,3170.3006060304597
FDE09,OUT046,1980.5692544837004
NCK53,OUT019,159.54594116641692
FDG45,OUT049,3349.500236880178
DRH15,OUT035,568.9817975682267
FDO21,OUT019,2259.0822393486505
FDD14,OUT027,4351.81498564741
FDC09,OUT046,1931.9615058036627
FDH45,OUT027,2208.411235809596
FDV32,OUT046,1253.503379143442
FDG12,OUT035,1438.9701482032037
FDS32,OUT013,2190.9408286667463
NCL55,OUT018,3917.3665756413566
DRE01,OUT035,3746.326133736067
DRE15,OUT049,1231.5174908584595
NCL42,OUT045,3791.3287496934627
FDP31,OUT013,846.4784347029381
FDN33,OUT018,1739.0883601208566
FDZ59,OUT046,2917.402430485835
FDE45,OUT010,1012.5555041127051
FDJ07,OUT013,1706.2850533774758
FDQ45,OUT018,3017.709796122049
FDM33,OUT027,4736.367192541607
FDO15,OUT010,-279.71234744464084
FDM46,OUT013,1434.012371971655
FDR03,OUT045,3032.170178392469
FDY49,OUT018,3053.7390111842874
FDQ60,OUT045,1945.4606456033118
FDW10,OUT049,2778.414037676862
FDO51,OUT049,775.7923772283574
FDJ40,OUT018,2022.2315197169678
FDS20,OUT018,3107.1108723815737
FDU45,OUT013,1883.428902083673
FDV02,OUT035,2530.945748280293
FDN09,OUT046,3864.5020236180208
NCM55,OUT027,4385.974520829888
FDN23,OUT018,2567.227361392113
FDY31,OUT010,709.6075348314927
FDW03,OUT010,191.96713263633626
FDD14,OUT046,3081.4401559450066
FDV23,OUT017,1641.2872377436465
DRI03,OUT045,2668.896712587237
FDN13,OUT035,1486.3860996205658
FDF45,OUT027,2417.9596002037683
FDU46,OUT035,1464.931061644412
FDB57,OUT049,3701.992753650216
FDV12,OUT049,1656.8886845587672
FDQ58,OUT013,1847.263154029904
NCA18,OUT017,1663.157589275284
FDH52,OUT049,1085.3639800599449
FDM24,OUT018,2593.76675795959
NCP43,OUT027,4335.6973869152225
NCO18,OUT019,1559.144748303296
FDM32,OUT017,1011.5319856724282
NCL07,OUT017,321.99751088695723
FDK03,OUT013,3959.717233763817
FDP59,OUT017,1582.649556867074
FDQ24,OUT049,3937.1536616089998
FDQ16,OUT018,2090.504139618045
FDU44,OUT013,2547.494221761049
FDH28,OUT010,-1188.1497713314707
FDV28,OUT019,-1225.3983328683487
FDM22,OUT045,926.1193574941793
FDR56,OUT046,3311.653463646481
FDV39,OUT049,2971.002350782465
FDU37,OUT019,-362.10519299565
FDQ11,OUT010,3184.397001067944
FDX02,OUT045,3426.3732902318816
NCS42,OUT018,1812.8153625929285
FDY57,OUT027,2874.086945124808
FDB21,OUT049,3710.5565022270775
FDE28,OUT017,3241.3589766396435
FDQ55,OUT017,1610.7136793385648
FDA48,OUT049,3472.8459058747517
FDZ19,OUT045,2751.370545317868
NCC43,OUT045,3807.9989734950523
NCV18,OUT046,1496.4594704657177
NCA42,OUT018,2505.556516515942
FDY45,OUT046,3885.774847252267
NCC30,OUT045,2850.3640434801346
FDM57,OUT013,1368.0360910609054
FDL09,OUT010,977.2875131496991
FDB09,OUT027,3537.864556718181
FDT44,OUT035,1715.0455178272362
NCT06,OUT027,3912.9020420429697
FDX26,OUT049,2937.3859702150776
FDK32,OUT013,2269.933946780226
DRA12,OUT046,2158.4902277988895
FDO46,OUT010,1058.791653784684
FDE52,OUT013,1098.8609894852837
NCH42,OUT045,3733.567447469075
FDV08,OUT035,170.51835336003086
FDB47,OUT018,3637.726719683786
FDC28,OUT010,-531.9279480914453
FDD22,OUT046,1986.6663184386878
FDS07,OUT027,2952.994801148009
DRI13,OUT045,3388.525591055717
FDG32,OUT018,3746.1327681921116
FDU14,OUT017,3599.787675084335
FDD28,OUT019,-1033.6935873907757
NCP41,OUT017,1667.9342944203472
FDS08,OUT049,2971.363746550108
FDX47,OUT045,2672.545314910478
FDC53,OUT019,414.3774988743621
FDQ19,OUT035,3696.3933069529044
FDL14,OUT045,2631.6314921735993
FDM33,OUT019,1775.9800399153626
FDA51,OUT045,1701.2018624778161
FDZ27,OUT018,879.5110355273214
FDT04,OUT046,533.8365126653159
DRC13,OUT049,1903.72710393878
FDR16,OUT027,4715.775050413369
FDQ03,OUT027,5017.584968311978
FDE38,OUT035,2644.1979469042712
DRH23,OUT027,2299.4858238097204
FDT11,OUT019,1800.7818772435774
FDD09,OUT035,2668.5854835264604
FDR40,OUT045,1335.4634634182084
FDX07,OUT017,2259.3969386644285
FDR07,OUT035,1573.4616136589468
FDA51,OUT017,1517.2518678414983
FDT59,OUT019,2194.125287512249
FDF20,OUT017,2992.956807905478
FDR13,OUT045,2011.0965284929614
FDY26,OUT049,3493.3789006667657
FDW04,OUT017,1628.1622473534062
FDK52,OUT017,3168.8921650868965
FDN60,OUT049,2582.994478096706
FDM09,OUT019,1457.551900187327
FDP46,OUT049,1171.6018772300454
FDB50,OUT019,-235.53960641490426
NCQ29,OUT049,4094.346062732946
FDP16,OUT027,5320.175929900937
FDX33,OUT018,2788.0246489909287
FDP07,OUT010,2154.5768674710134
FDN22,OUT046,3820.848647253562
FDF39,OUT049,4205.527175280908
FDS21,OUT017,966.901243663166
NCM42,OUT013,1674.2717402164724
FDK50,OUT019,969.4104234338508
DRF13,OUT027,3700.9762008424022
FDH35,OUT018,2750.804778293544
FDP60,OUT018,1318.65036080008
DRJ49,OUT027,3291.541737728934
NCT42,OUT019,1008.7194635869316
FDE38,OUT049,2795.308628377405
FDI04,OUT049,3371.7088664295447
NCH54,OUT045,2594.5999623546177
FDT56,OUT049,1170.1806904904897
DRD15,OUT018,4100.213502873905
FDV58,OUT013,2834.256660908624
FDP21,OUT049,3236.1852565621452
FDH05,OUT013,3627.7938610965666
FDR10,OUT027,4043.866074100348
NCP06,OUT045,2380.564133424694
FDF33,OUT049,1693.1396474991745
DRK37,OUT013,2867.420096611725
DRH49,OUT045,1325.2276681774624
FDT58,OUT013,2569.1807181508343
FDD41,OUT018,1933.023816342446
FDP40,OUT018,2183.441929783128
FDM51,OUT027,3027.115467911721
FDO45,OUT010,-282.72927108972647
FDW33,OUT010,-99.70249363961887
FDY24,OUT045,819.8240809261074
FDB10,OUT010,1692.034276567916
FDM40,OUT035,1977.8684815327222
NCI06,OUT017,2756.1369725336353
FDW12,OUT019,886.0476426146854
FDX48,OUT027,4056.194661012472
NCW05,OUT027,3084.70005737036
FDX27,OUT017,1187.6410651475182
DRM37,OUT045,3101.0484047702375
FDA38,OUT045,3927.1639074978584
FDR36,OUT046,887.827034959226
FDZ45,OUT046,3282.8635156943988
FDG05,OUT017,2045.117411613036
FDK28,OUT013,4000.9059785020477
FDV47,OUT045,1248.4156964184758
FDN21,OUT045,2392.984411218763
FDP20,OUT027,3379.3759464262785
FDI35,OUT045,2793.1496546919434
DRY23,OUT013,728.9231220591578
FDA56,OUT017,1813.0300232497893
FDB09,OUT013,1993.376369567987
NCO26,OUT027,3313.7696159057214
FDQ49,OUT018,2822.29013559424
FDI52,OUT027,3261.999666368585
FDZ44,OUT027,3431.5569723033377
FDZ09,OUT018,2883.7695400457364
FDY03,OUT049,2038.3626264815764
NCG42,OUT017,1720.1776082916858
DRI13,OUT027,4848.2808916379345
FDQ32,OUT013,2006.370099369972
FDW16,OUT035,1568.921642510637
FDU27,OUT046,784.4042402871855
FDR28,OUT010,916.731323204846
FDQ49,OUT010,747.4843078933324
FDS37,OUT046,2078.035964947094
FDW26,OUT018,3896.989371633374
FDX12,OUT018,3829.4887899707533
NCP06,OUT013,2322.792499185093
FDW45,OUT010,565.9026685822288
NCN30,OUT049,1651.5977985445309
FDN24,OUT049,957.0922777558761
NCL41,OUT027,2034.0956872521615
FDR02,OUT019,527.0497167504359
FDD09,OUT010,881.7708981022139
FDS33,OUT010,516.497456394185
FDU22,OUT045,1750.0381704017364
FDI53,OUT013,2357.12637391447
DRH01,OUT049,2902.088686631124
FDX32,OUT013,2086.946591456468
NCP30,OUT018,892.5948191796047
FDB60,OUT045,3212.3904526602564
FDB14,OUT049,1474.9840795928303
NCP02,OUT035,1005.003668290088
FDJ10,OUT017,2137.8345464009426
FDG34,OUT046,1935.1210320635435
NCB18,OUT017,1308.4874017399918
FDM16,OUT049,1295.515765012145
FDW25,OUT018,1706.3158428095867
FDB35,OUT010,-103.68438823057966
DRN11,OUT013,2068.9090795948796
FDF41,OUT019,2539.347658588382
FDH16,OUT045,1441.0253155041096
NCQ50,OUT018,3360.133714905001
DRH23,OUT018,1167.7095402458222
DRJ37,OUT013,2277.2052085798705
DRJ24,OUT027,4449.983387066677
FDY16,OUT035,2539.069316395485
FDQ27,OUT045,1629.9381154839843
FDZ33,OUT045,2195.6343889606524
FDF29,OUT045,2185.3927335275503
FDA08,OUT049,2614.6814227544805
FDG31,OUT046,1172.3840220225557
FDE34,OUT019,2418.025694936421
NCR30,OUT027,2583.1115672805836
FDV33,OUT035,3997.032761265584
DRZ24,OUT018,2176.7433920161943
NCL54,OUT035,2082.3271616642014
FDR12,OUT049,3004.9451871527385
NCC54,OUT046,4039.243698664738
DRN59,OUT013,629.6270718944287
FDX50,OUT019,465.9885187555508
FDV31,OUT027,4084.673146144917
NCA29,OUT027,4164.038270204259
FDW60,OUT049,2902.1824265339983
FDX08,OUT017,2804.996317182825
DRD49,OUT013,3508.485030729333
FDD33,OUT046,3440.350020351769
FDW35,OUT013,693.0201922393744
FDJ36,OUT017,1464.6593903479466
FDV51,OUT035,2608.403968375897
FDW36,OUT046,1915.3787874342418
FDH35,OUT046,2645.8433139643616
NCS30,OUT027,3355.72033083036
FDN49,OUT017,460.6311673414426
FDL08,OUT018,3884.6668240195418
FDI09,OUT013,3389.9267233411733
FDP19,OUT018,1938.2475666757905
FDU21,OUT010,-1021.1137137802466
NCP41,OUT045,1836.855383912946
FDY10,OUT013,1746.5140050364253
FDP12,OUT018,906.2030304470675
NCN26,OUT049,1626.3849705430828
FDK44,OUT013,2495.8220566519303
FDC28,OUT049,1536.594959085054
FDJ41,OUT027,5705.334797273217
NCT29,OUT035,1940.6766966233292
NCH42,OUT019,2356.4566301270734
FDU60,OUT018,2853.6530427045514
FDS02,OUT045,2713.6179628756554
FDC51,OUT046,2097.1413583563044
FDU03,OUT013,2685.409319509162
FDX39,OUT045,3410.7729655387757
NCY05,OUT010,-1120.1315433239151
NCL06,OUT027,5519.075968873618
FDD32,OUT035,1212.094616879057
NCN41,OUT045,2043.344484525763
NCX53,OUT049,2218.158736027106
FDU57,OUT019,1130.6607049053443
FDQ23,OUT046,1908.058825486912
FDQ52,OUT045,3876.095400790905
FDC14,OUT045,712.7799028422403
FDY09,OUT035,2733.404264668004
FDQ28,OUT045,2502.280393837912
FDV25,OUT046,3550.951520539248
FDJ07,OUT035,1697.1406099485273
DRB25,OUT049,1920.3384377375673
FDK52,OUT019,1766.4661309418714
FDY52,OUT027,2341.3538625718948
FDB28,OUT046,3299.37602317966
FDT36,OUT035,205.27006616634054
FDV25,OUT017,3184.212382105525
NCN07,OUT027,3615.518516284268
FDC57,OUT017,2996.150010663813
FDQ03,OUT018,3891.293321356758
FDU23,OUT017,2328.225723365137
NCX41,OUT035,3185.142153092281
NCD06,OUT035,709.9998857292351
FDW08,OUT045,1338.272488424328
NCU29,OUT017,2222.741914408598
NCE06,OUT013,2542.0577739140194
FDV52,OUT010,19.52472754941357
FDB02,OUT017,2585.640668131609
NCR18,OUT045,646.4458616144543
FDK16,OUT049,1492.0943198187238
NCQ29,OUT010,2169.910412268145
FDZ01,OUT019,548.3487113713081
FDW27,OUT035,2297.599148175739
FDD17,OUT018,4048.0883441235314
FDW39,OUT013,2274.7978350635003
DRH59,OUT045,1071.838877975731
FDS52,OUT013,1691.506113314958
FDU40,OUT027,4622.314896005628
NCF54,OUT013,2756.2886565678186
FDH46,OUT045,1737.6347855699187
NCP14,OUT049,1731.9008234619164
FDH50,OUT049,2926.99143967969
DRF15,OUT010,665.5336103783635
FDV27,OUT027,3060.0748703040317
NCJ06,OUT049,2112.2762645910407
FDN02,OUT018,3545.630349248181
FDQ51,OUT049,602.1877570379925
FDQ07,OUT017,3363.518744733126
FDS45,OUT049,1965.99637497264
NCJ06,OUT045,2028.0437230810842
FDD36,OUT035,1858.4154647198322
FDY25,OUT045,2602.5158179614896
FDU52,OUT046,2515.131694146109
DRK47,OUT017,3425.6617262088557
NCL30,OUT017,1748.819683593108
FDN22,OUT035,3594.6940656574548
NCF30,OUT027,3482.8287350989335
FDK03,OUT035,4031.266558711504
